id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
273,6-82,2019/1/2 21:20,0.2779595301902388,0.24527161554763036,0.7310715195564181,6.740058719474409E-4
339,6-82,2019/1/3 8:20,0.4189817723701512,0.7367061734564542,0.9978508058153785,6.721336328526235E-4
862,6-82,2019/1/6 23:30,0.35697683231751764,0.44159412653316216,0.8795405374058471,6.740058719474409E-4
1150,6-82,2019/1/8 23:40,0.6110514399213129,0.9977825469115317,0.9978131825728179,0.08352524067584843
1157,6-82,2019/1/9 0:50,0.665844173837592,0.9967955661351502,0.9973965389602416,0.12323448304768958
1259,6-82,2019/1/9 18:00,0.35856942367395933,0.45309877475029303,0.8912735106843762,5.616715824214076E-4
1468,6-82,2019/1/11 5:00,0.6361216006766602,0.9964433847822262,0.9966891176762965,0.11288942878797303
1495,6-82,2019/1/11 9:30,0.3796397980209417,0.5656191031011082,0.9570599104544163,6.740058719474409E-4
1708,6-82,2019/1/13 4:10,0.4193710017741496,0.7386149161314995,0.9865604848245445,0.001568935878455124
1927,6-82,2019/1/14 16:40,0.41520218854144064,0.34774385213278364,0.8376850422769422,0.08870197918952007
2204,6-82,2019/1/16 14:50,0.3239172431945569,0.38332304241413667,0.8458228760782904,0.10094080261407203
2251,6-82,2019/1/16 22:40,0.3071252604165514,0.5696148537747948,0.9629296461470623,0.003223994676643629
2764,6-82,2019/1/20 12:20,0.5466200285653138,0.5634581732355791,0.9612421665959185,0.1629708742960973
2826,6-82,2019/1/20 22:40,0.9295910602132709,0.9693339773973647,0.9984764690607624,0.2687336272891801
3094,6-82,2019/1/22 19:20,0.2711009088017979,0.4775211515135527,0.8918898940416492,6.740058719474409E-4
3140,6-82,2019/1/23 3:00,0.197623072858457,0.20296181723405954,0.701737233520031,6.740058719474409E-4
3320,6-82,2019/1/24 9:00,0.22879373805353512,0.30194700603998503,0.7775737638799819,4.49337259197564E-4
3365,6-82,2019/1/24 16:30,0.10963509381380457,0.010104611557083571,0.006750407500024187,0.9996630668297257
3482,6-82,2019/1/25 12:00,0.3475670203726748,0.879501200973242,0.9952552497409861,0.016449487598697264
3966,6-82,2019/1/28 20:40,0.36231408848180224,0.8650790854248313,0.9976213455523743,0.001718714972342714
