id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
46,6-82,2019/1/1 7:30,0.43825297163249366,0.8189517950135293,0.9977077432548517,7.573204948179147E-4
692,6-82,2019/1/5 19:10,0.10619774883438308,0.006121899203619986,0.005389456992896199,0.9996630668297257
857,6-82,2019/1/6 22:40,0.30367292519898115,0.29908171434873465,0.7758426106418103,6.740058719474409E-4
871,6-82,2019/1/7 1:00,0.22089528645919945,0.10825064998061187,0.6136716494630673,6.740058719474409E-4
969,6-82,2019/1/7 17:20,0.3647195881413282,0.48082123547844124,0.8969384142636097,5.794578482058721E-4
983,6-82,2019/1/7 19:40,0.5199356993931123,0.9579815052413845,0.997188909937969,0.018947989934995704
1081,6-82,2019/1/8 12:10,0.354964497834697,0.4098411260090525,0.8460718329026956,7.535760278608831E-4
1214,6-82,2019/1/9 10:20,0.5457908913347963,0.9965259900799065,0.9977119173275696,0.044358010685128006
1444,6-82,2019/1/11 1:00,0.39654886938601924,0.6046983839104177,0.9748256564648383,5.616715824214076E-4
1579,6-82,2019/1/11 23:30,0.40692653540127416,0.625555444373675,0.9780603538374065,3.3700294720632383E-4
1825,6-82,2019/1/13 23:40,0.3142491939376255,0.34443072199645025,0.8169744392198635,4.49337259197564E-4
1926,6-82,2019/1/14 16:30,0.4895764665679302,0.6811221125268468,0.9305571383019104,0.06584007612824946
2265,6-82,2019/1/17 1:10,0.2905405852824467,0.4871301004889102,0.9096384445533082,5.616715824214076E-4
2319,6-82,2019/1/17 10:10,0.17382210430147846,0.16210251124801892,0.6280579474221257,3.3700294720632383E-4
2452,6-82,2019/1/18 8:20,0.2585060188870834,0.4040061917376601,0.8608778688909238,2.2466862398248032E-4
2617,6-82,2019/1/19 11:50,0.32318516033757505,0.20509665333871668,0.6880376136644835,0.15369861228512674
2750,6-82,2019/1/20 10:00,0.704543996883785,0.9929693817075648,0.9973082772121356,0.19472403788694673
2793,6-82,2019/1/20 17:10,0.4524979463034747,0.47607763683289345,0.910357942073946,0.1445864264415643
3049,6-82,2019/1/22 11:50,0.3229229568419334,0.682348226743396,0.9453719969912243,0.003990676400633442
3059,6-82,2019/1/22 13:30,0.24802719264101433,0.3901580030955,0.8307437257497676,5.616715824214076E-4
3270,6-82,2019/1/24 0:40,0.2143738825439965,0.2406019280607586,0.7270485813273573,4.49337259197564E-4
3287,6-82,2019/1/24 3:30,0.24669340977032636,0.36552257716713155,0.8336031263613516,4.49337259197564E-4
3379,6-82,2019/1/24 18:50,0.14829450379304346,0.07296277264223558,0.6069551484924768,5.616715824214076E-4
3501,6-82,2019/1/25 15:10,0.2099611753559055,0.22346235037504927,0.7084161062055568,6.740058719474409E-4
3705,6-82,2019/1/27 1:10,0.501534338029363,0.9957303176203293,0.9977857771241037,0.1317054259622612
3767,6-82,2019/1/27 11:30,0.4552569471424982,0.5772107145647694,0.9693419115635077,0.14195874029291228
3852,6-82,2019/1/28 1:40,0.8498695749942232,0.977664637151791,0.995594788985873,0.2533906320070508
3928,6-82,2019/1/28 14:20,0.23200737912827468,0.28537266278398427,0.7653214939344843,1.1233431199124016E-4
3982,6-82,2019/1/28 23:20,0.42421768284167555,0.9941476683559534,0.997463890565005,0.07023328352989495
