id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
42,6-82,2019/1/1 6:50,0.39677188902209554,0.6287772710149603,0.9844549581638905,5.616715824214076E-4
132,6-82,2019/1/1 21:50,0.6317288286089281,0.9979868962657066,0.9975442411846848,0.08816932894741211
286,6-82,2019/1/2 23:30,0.23344116592981265,0.11538127104117361,0.6078348951079529,6.740058719474409E-4
344,6-82,2019/1/3 9:10,0.4678140296937552,0.9473029722455949,0.9979190846805913,0.0071154424726473636
350,6-82,2019/1/3 10:10,0.6725131505848523,0.9978042865374376,0.9976854464229217,0.132487085756266
416,6-82,2019/1/3 21:10,0.5594556233742582,0.9840821966245935,0.9964898603311447,0.06802404236401419
479,6-82,2019/1/4 7:40,0.22073330374978,0.11958572676867149,0.6296732749047415,2.2466862398248032E-4
595,6-82,2019/1/5 3:00,0.23603570024495008,0.13364261630848773,0.6131309843451744,5.616715824214076E-4
673,6-82,2019/1/5 16:00,0.0723594235702637,0.008762940594954628,0.00569472023624057,0.9996630668297257
677,6-82,2019/1/5 16:40,0.1087547213327669,0.008713270908266227,0.005806567432644646,0.9996630668297257
887,6-82,2019/1/7 3:40,0.38280760621654797,0.5374401067084283,0.9105562766408741,0.0013124392460237627
923,6-82,2019/1/7 9:40,0.3316362340965382,0.3597659030064113,0.8216764553784196,4.49337259197564E-4
1012,6-82,2019/1/8 0:30,0.48226190636624716,0.9357765825934081,0.99649449719367,0.02628435623892302
1090,6-82,2019/1/8 13:40,0.3110813846120525,0.32351278696235664,0.7948174191159664,5.616715824214076E-4
1229,6-82,2019/1/9 12:50,0.3759841619235715,0.562675550125683,0.957124938025135,5.616715824214076E-4
1275,6-82,2019/1/9 20:40,0.40755896844918293,0.6070506128025217,0.9553129713774763,9.127162947573542E-4
1411,6-82,2019/1/10 19:30,0.38042811018877504,0.5061479847377494,0.9211800503245398,4.49337259197564E-4
1686,6-82,2019/1/13 0:30,0.7382948551007118,0.9914606430640096,0.9980593564953183,0.14493091994017956
1796,6-82,2019/1/13 18:50,0.3598258404674128,0.49497812715073675,0.9130895964506259,4.49337259197564E-4
2086,6-82,2019/1/15 19:10,0.6024279983700094,0.572567111695228,0.961175276100128,0.2084615876117213
2219,6-82,2019/1/16 17:20,0.28229881395186107,0.36501821848176214,0.8404928771225314,0.03962405592548218
2503,6-82,2019/1/18 16:50,0.24947979510969123,0.3970147045762718,0.8446114907010678,2.2466862398248032E-4
2709,6-82,2019/1/20 3:10,0.5184571658070751,0.9958216263961392,0.9979223370956419,0.12581630153449255
3414,6-82,2019/1/25 0:40,0.31702369969012184,0.7908597600582297,0.9936968851844311,0.0034252603737202087
3820,6-82,2019/1/27 20:20,0.5752303522904859,0.4439594089799986,0.8884865826204605,0.2092863109604733
3938,6-82,2019/1/28 16:00,0.1805811659834183,0.16339991452932173,0.6287703131613372,1.1233431199124016E-4
4091,6-82,2019/1/29 17:40,0.337576849114956,0.3959494574794332,0.8675353798488639,0.09389744140835445
4130,6-82,2019/1/30 0:10,0.6947349371508218,0.6034722643153148,0.9822588614088757,0.22118344804877996
4149,6-82,2019/1/30 3:20,0.5869103408366234,0.7776376771405861,0.9973733131870273,0.17132292965185583
